artista,oyentes,reproducciones,bio_resumen,pais
The Bellfuries,5276,70963,"The Bellfuries are a root-rock Americana band out of Austin, Texas. The rotating members are lead by the singer-songwriter, Joey Simeone. Simeone has a wealth of influences from The Smiths and The Misfits to Dave Rich and Webb Piece. His insightful and often humorous lyrics only rival the brillancy of the music. Currently, The Bellfuries are reinventing themselves again as a quartet, bringing in Bobby Trimble of Big Sandy and the Fly-Rite Boys, Shecky Seaver and Mike Molnar.  <a href=""https://www.last.fm/music/The+Bellfuries"">Read more on Last.fm</a>",
Joe Cocker,1543186,19387181,"John Robert ""Joe"" Cocker (20 May 1944 – 22 December 2014) was an English singer known for his gritty, bluesy voice and dynamic stage performances that featured expressive body movements. Most of his best known singles were recordings of songs written by other song writers, though he composed a number of songs for most of his albums as well, often in conjunction with songwriting partner Chris Stainton.

His first album featured a recording of the Beatles' ""With a Little Help from My Friends"", which brought him to near-instant stardom. <a href=""https://www.last.fm/music/Joe+Cocker"">Read more on Last.fm</a>",
Buddy Guy,730672,8816314,"Buddy Guy (born George Guy, July 30, 1936 in Lettsworth, Louisiana) is an American blues music and rock music guitarist, as well as a singer. Known as an inspiration to Jimi Hendrix and other 1960s blues and rock legends, Guy is considered as an important proponent of Chicago blues made famous by Muddy Waters and Howlin' Wolf. He has influenced both widely known and local blues guitarists.

Guy is known for his showmanship; for example, he plays with drumsticks and walks into the audience whilst playing <a href=""https://www.last.fm/music/Buddy+Guy"">Read more on Last.fm</a>",United States
Chris Smither,87444,844828,"Chris Smither (born November 11, 1944 in Miami, Florida) is an American folk/blues singer, guitarist, and songwriter. He grew up mainly in New Orleans and attended the University of the Americas in Mexico City, planning on becoming an anthropologist, but transferred to Tulane University after a year, during which time he discovered the music of Mississippi John Hurt. While in Paris for a junior year abroad, he spent his time playing guitar rather than attending classes and was kicked out of college as a result. <a href=""https://www.last.fm/music/Chris+Smither"">Read more on Last.fm</a>",United States
Mike Sanchez,2395,26805,"Jesus Miguel ""Mike"" Sanchez (born 17 February 1964, Hackney, north London, England) is a rhythm and blues singer, pianist and songwriter of Spanish-English heritage. Sanchez is known for his work with the Big Town Playboys and Bill Wyman's Rhythm Kings, and also for his solo career. He is noted for his authenticity to the work of post-war blues shouters and piano players (Wikipedia)

awesome artist, grew up in bewdley Worcs, started with big town playboys in early 80's and did a set at Thurston pub ( we have gr8 memories )twice a month. <a href=""https://www.last.fm/music/Mike+Sanchez"">Read more on Last.fm</a>",
Muddy Waters Blues Band,2442,17262,biografia no encontrada,
Nappy Brown,25765,114744,"Nappy Brown is the stage name of Napoleon Brown Culp (born October 12, 1929, died September 20, 2008). Nappy Brown's earliest musical influences were blues and gospel. As a youngster he performed in several gospel groups, including the Heavenly Lights. Nappy's singing eventually brought him in touch with Herman Lubinsky's Newark, NJ Savoy label, which signed him in the early 1950s to compete with shouters like Roy Brown, Wynonie Harris and Big Joe Turner. <a href=""https://www.last.fm/music/Nappy+Brown"">Read more on Last.fm</a>",
Jimmy Thackery And The Drivers,17489,124417,"Known for his gritty, blue-collar approach and marathon live shows, Thackery was for many years part of The Nighthawks. The Nighthawks were known as one of the hardest-working blues bar bands in North America.[citation needed] Since the late 1980s, Thackery has been touring under his own name, and has found a wide audience. His hard-edged, tough-as-nails approach to guitar playing and his trio's driving rhythm section holds appeal for fans of both traditional blues and roots rock. <a href=""https://www.last.fm/music/Jimmy+Thackery+And+The+Drivers"">Read more on Last.fm</a>",
"Clarence ""Gatemouth"" Brown",96737,565406,"Clarence ""Gatemouth"" Brown (April 18, 1924 — September 10, 2005) was an American blues musician. He was born in Vinton, Louisiana and raised in Orange, Texas. He is best known for his work as a blues musician, but embraced other styles of music, having ""spent his career fighting purism by synthesizing old blues, country, jazz, cajun music and rhythm & blues styles"" His work also encompasses rock and roll, rock music, folk, electric blues, and Texas blues. <a href=""https://www.last.fm/music/Clarence+%22Gatemouth%22+Brown"">Read more on Last.fm</a>",United States
Ray Bonneville,21580,196784,"Ray Bonneville (Born Raymond J. Bonneville on 11 October 1948) is a French Canadian American musician, singer and songwriter. Born in Canada, and raised in the United States, Bonneville is a folk and blues-influenced musician strongly influenced by the music of New Orleans, Louisiana.

Bonneville calls himself a North American. Born in Canada, he moved to the Boston area in his early teens where he started playing guitar and harmonica. His career have seen him playing music throughout the world. <a href=""https://www.last.fm/music/Ray+Bonneville"">Read more on Last.fm</a>",Canada
Eric Bibb,120830,1454411,"Eric Bibb (b. 1951) is an American blues singer and guitarist, based in London, England, who has made his career largely in Europe.

Bibb was born on 16th August 1951 in New York into a musical family. His  father, Leon Bibb, is a trained singer who sang in musical theatre and made a name for himself as part of the 1960s New York folk scene. His uncle was the world-famous jazz pianist and composer John Lewis, of the Modern Jazz Quartet. Family friends included Pete Seeger, Odetta, and actor/singer/activist Paul Robeson, Bibb'sgodfather. <a href=""https://www.last.fm/music/Eric+Bibb"">Read more on Last.fm</a>",United States
Eric Clapton,3345918,79870206,"Eric Patrick Clapton CBE (born 30 March 1945) is an English rock and blues guitarist, singer, and songwriter. He is regarded as one of the most successful and influential guitarists in rock music. He ranked second in Rolling Stone's list of the ""100 Greatest Guitarists of All Time"" and fourth in Gibson's ""Top 50 Guitarists of All Time"". In 2023, Rolling Stone named Clapton the 35th best guitarist of all time. He was also named number five in Time magazine's list of ""The 10 Best Electric Guitar Players"" in 2009. <a href=""https://www.last.fm/music/Eric+Clapton"">Read more on Last.fm</a>",
Muddy Waters,1078872,16447017,"Muddy Waters (McKinley Morganfield, Issaquena County, Mississippi, April 4, 1913 - Westmont, Illinois,  April 30, 1983) was an American blues musician and is generally considered ""the father of Chicago Blues."" His career spanned over thirty years and he produced what are considered to be some of the finest blues songs ever, such as Hoochie Coochie Man, Mannish Boy and Got My Mojo Working. 

Muddy Waters is generally considered one of the most influential bluesmen of all time. <a href=""https://www.last.fm/music/Muddy+Waters"">Read more on Last.fm</a>",United States
Red Stick Ramblers,5220,55694,"The music of Louisiana has a lot in common with the cuisine. An initial blast of heat usually commands attention right off the bat, but then -- slowly, but surely -- all sorts of subtler notes start to creep in, making for an irresistibly captivating experience. That’s the vibe that emanates from The Red Stick Ramblers, an appropriately-named aggregation that builds stylistic bridges spanning the decades -- not to mention connecting styles as diverse as traditional Cajun, western swing, blues and old-school jazz. <a href=""https://www.last.fm/music/Red+Stick+Ramblers"">Read more on Last.fm</a>",
The Inmates,16996,155870,"Formed in 1977 from an amalgamation of ""Ronnie and the Biggs"" vocalist, the superb Bill Hurley, and ""The Cannibles"" Tony Oliver, Ben Donnelly and Peter Gunn, this hard-hitting R&B combo are often likened to their compadres ""Dr. Feelgood"" and ""Eddie and the Hot Rods"".
Signed to Radar Records they quickly made an impact with their debut LP. ""First Offence"" containing the hit singles ""Dirty Water"" (U.S. top forty) and Jimmy McCracklin's ""The Walk"" (UK. top forty). <a href=""https://www.last.fm/music/The+Inmates"">Read more on Last.fm</a>",
Mem Shannon,4859,26586,"Mem is a former 15-year Bourbon Street cab driver who's since released 4 albums worldwide (2 on Rykodisc, 2 on Shanachie). Mem Shannon & The Membership are from New Orleans and while their music is rooted in the blues, it's soaked through with that Big Easy syncopated sound, oozing with funk. They've played the New Orleans Jazz & Heritage Festival 12 years. They've won or been nominated for a ton of ""Best Of"" awards for Louisiana music and national blues - including 2 W. <a href=""https://www.last.fm/music/Mem+Shannon"">Read more on Last.fm</a>",
B.B. King,1295082,20148949,"B. B. King (b. September 16, 1925 in Itta Bena, Mississippi; died May 14, 2015 in Las Vegas) was a U.S. blues guitarist and songwriter. He is among the most respected electric guitarists; Rolling Stone magazine ranked him third in its list of the hundred greatest guitarists of all time.

Born as Riley B. King, he began broadcasting his music live on a Memphis radio station called WDIA. At first, he used the name The Peptikon Boy on air, which later was changed to The Beale Street Blues Boy, and then further shortened to just Blues Boy or B.B. <a href=""https://www.last.fm/music/B.B.+King"">Read more on Last.fm</a>",
Sista Monica,1603,7736,"Sista Monica Parker, aka the “Lioness of the Blues,” is an award-winning blues, soul, and gospel singer, songwriter, producer, public speaker, director and minister of music. A captivating, dynamic performer, today she is one of the most admired women on the international music and festival scene. 

Sista Monica started singing as a young girl in the church choir in the Midwest between Chicago, Illinois, Gary, Indiana (her home town) and Detroit, Michigan. <a href=""https://www.last.fm/music/Sista+Monica"">Read more on Last.fm</a>",
The Refreshments,104208,1170221,"There are three artists with this name:
1. An alternative rock band from the United States
2. A rock band from Sweden
3. A power pop band from Finland

1. The Refreshments were a rock band from Arizona formed in 1992. They wrote and performed the title theme of King of the Hill, an animated series. The band split up in 1997, after releasing the album The Bottle and Fresh Horses and breaking from Mercury Records, their record label. Lead singer Roger Clyne and P.H. Naffah regrouped to form Roger Clyne & the Peacemakers. <a href=""https://www.last.fm/music/The+Refreshments"">Read more on Last.fm</a>",
